Review,label
Listen to Spotify all day every day the BEST app out there for musicðŸ¥°,POSITIVE
"If y'all would like 5stars need more songs that are not posted. Step it up YouTube has all songs u desire and deserve. Plus it's free smh, so step it up Spotify!",NEGATIVE
Spotify has a great diversity of music. Terrific sound quality Spotify give you the best choices in any genre of music.,POSITIVE
"Very slow, keeps crashing, removed car mode",NEGATIVE
I checked the app and i was right stations is better but now Spotify does not even connect to the internet,NEGATIVE
The only thing I have a hard time with can't find certain songs but otherwise I like it,POSITIVE
"I really enjoy using Spotify, thia app makes music anytime, anywhere.",POSITIVE
It continues to play a song that's not on one of my playlists when I try to play it,NEGATIVE
Easy and accessable for every song lyrics you want ðŸ’¯%âœ“,POSITIVE
Honestly the best app for music. Just hope that you could listen to songs offline bc some people cannot afford(or any other reason) unlimited data. For that 4 stars.,POSITIVE
"This is worth every penny, especially when combined with my nest. It's so much better than that yt music junk app. I miss Google music, but whatever this app is awesome and pretty cheap, so I still say it's a win!",POSITIVE
Spotify free added a new feature that makes it impossible to enjoy your liked songs playlist without adding back to back random songs that aren't even in the same genre of music you typically listen to. Overall just a begging for you to spend money on premium as if they don't have millions already. So stupid.,NEGATIVE
Music - 10/10 Price=8/10 Lyrics =8/10 now with lyrics but not really sincronized,NEGATIVE
"Too many ads, wrong adds. I am either classified by demographic or have an innacurate digital profile because all ads that I see are trash can fodder and mostly annoying.",NEGATIVE
Dont get this app it spends your data on stupid adds never get itðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,NEGATIVE
Been using Spotify for over a year and still great. Thanx,POSITIVE
I don't know what I did before Spotify existed,NEGATIVE
Where ever I go if it goes to school to showering I can always listen to the song podcast and more!,POSITIVE
I love Spotify coz I can search any audio at any time,POSITIVE
This app has a long way to go. It crashes and it still needs work.,NEGATIVE
Everything about Spotify Is ..SPOT ON !I Love All Kinds Of MusicðŸ‘ðŸ’—,POSITIVE
"I have to cancel, or at least change my payment method for Spotify, but I can'f do it through the app and the website automatically redirects me to the app. I now have a $-54 balance due to overdraft fees and I can't pay that.",NEGATIVE
The App used to be great. Lately it is so ridiculously flawed I'm not even sure why I'm paying for premium anymore. To keep things short it simply doesn't function. Too must frustration for what its worth.,NEGATIVE
Love how user friendly it is!,POSITIVE
"I have the premium because I'm music obsessed. I hope their pricing policy does not change. With give playlists - one of which has over 20 hours of songs - I could get billed for more than ten and change a month. So the limitless on the size of playlists is awesome, and I can look to add music at any time.",POSITIVE
Really aggravated when you're listening to classic country with family and then No Filter by ASTAR starts playing.,NEGATIVE
All is good but ads are disturbing while listening songs either all are good in this App and have all songs,NEGATIVE
Great app to find and listen to music with basically no ads,POSITIVE
Love the freedom of primer but I still get adverts.,POSITIVE
"I really enjoy listening to SPOTIFY, especially when there is an artist's music I want to listen to.",POSITIVE
I love this honestly or her music apps are rip offs and this is so simple to use but I wish I could do 10 skips I've used this app 3+ years. But I would recommend this music app. <3,POSITIVE
Best app for music hands down available on all platforms at an affordable price,POSITIVE
"All right, Spotify has improved their flaws and bugs. Yay!!! Now it's back to greatness.",POSITIVE
Offline mode doesn't actually work. Don't bother downloading through Spotify. There's sites that let you rip your playlist and actually download it,NEGATIVE
Spotify no problem. Really Love this app,POSITIVE
It's a good app but could use some improvement.,NEGATIVE
App keeps crashing and have to re-open and restart app every 5 minutes,NEGATIVE
Spotify is better,NEGATIVE
"I love this app, I do not mind burning my Data. It gives me latest songs",POSITIVE
Play a song and then close your device the music is still on or you play a game and the song is still on doing something like work still on amazing 1000000000000000000/10ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,POSITIVE
Hi I love this app so much but there is only 1 problem why I can't open ishowspeed shake song can. U please fix this ;( i can't quit this app I love it so much,POSITIVE
"Still no higher resolution music, lol. It's laughable at this point ðŸ˜‚ Algorithms need to go deeper into alternate band suggestions. Also song suggestions played through the algorithm needs to go deeper into alternate song selection. Spotify usually only gives you the couple of popular songs. While your algorithm is written well, it thin in it's results. Thanks",NEGATIVE
Great playlists to make you dance,POSITIVE
Adds might be annoying for sleep and I don't feel like paying premium,NEGATIVE
"Spotify needs to add a way to selectively move more songs at once from one playlist to another. And we need more pins for playlists, 4 aren't enough",NEGATIVE
Turns off stops all the time the worst app ever,NEGATIVE
"I would've given 5 stars but the app, it's logged out from spotify. And I can't log in anymore. Pls fix the app!!",NEGATIVE
I love Spotify there are no ads if you subscribe which is worth every penny and there are hundreds of thousands of songs and podcasts to listen to and if you have children who like music there is a restricted setting. So 5 stars â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸ and 5 hearts â¤â¤â¤â¤â¤ for you Spotify.,POSITIVE
Too many ads :/,NEGATIVE
I love this app! It's very user friendly and has a huge selection of music!,POSITIVE
Good app great for podcasts and motivation,POSITIVE
It's wass good but premium is too expensive,NEGATIVE
Picking my playlists and creating them is easy and comfy,POSITIVE
I have no clue why people put bad Reviews on this app it is actually not as bad as these people describe it. There is adds but how else would they make money I mean there's not that many sooo that should not be something to be complained about. This app has a variety of songs so I think this app it amazing.,POSITIVE
the only thing i dont like is that i cant close the app and have music playing still. A habit of mine to clear out my apps.,NEGATIVE
App is constantly crashing. Also constantly adds songs to my que although I turned off the song suggestion option. Make it make sense.,POSITIVE
Love how Spotify automatically connects to my car. No need to go into my phone and open the app.,POSITIVE
Too much ads are there even when Spotify showed 30min of ad free music I've seen ads.,NEGATIVE
"I really like the app, I would give Spotify a 5 star rating if there weren't so many adds and premium features, on my Xbox it lets me choose what songs I want to listen to and have infinite skips. But when I'm on my phone I have to shuffle play random songs, I also don't like how Spotify adds songs to my playlist, I keep hiding them but there are more getting added every day, I would appreciate it if you guys would just have a recommendation list under the songs, but don't play them.",NEGATIVE
Easy-to-use and so much music,POSITIVE
I like Spotify because it's different from the other musical apps that I have and I like the moving pictures with some of the songs â˜ºï¸,POSITIVE
"Works well in this build. No crashes or anything. I like the interface but it definitely could be designed better to access certain features or lists. Still, great app overall.",NEGATIVE
"Great UI, expansive catalogue, and instantaneous music starts. It's the head of the pack, currently.",POSITIVE
I would literally DIE if I didn't have my premium... Been using this for almost 12yrs and have discovered so much beautiful music thank you Spotify if I didn't have my doggo you'd be my best friend!,POSITIVE
Please can you fix thiss i cant log into my acount and it is a premium acount since last night please fix thiss,NEGATIVE
"I absolutely hate this app now. You took away everything i loved about it, I can no longer loop the songs nor can I play a song when a different song is playing. I updated it and that is not the issue. I HIGHLY do NOT recommend this WHATSOEVER.",NEGATIVE
Too many ads,NEGATIVE
The app is just great I don't get a commercial after every song and this is just my go to app for music ðŸ˜ƒ.,POSITIVE
Pretty much unusable in mobile unless you listen to podcasts or buy premium,NEGATIVE
The best 1000 percent u can find any song and music,POSITIVE
"Works great and the option to download songs and music is handy, did have a problem with playing music while my phone was off or the app not on screen and it would suddenly stop playing music but I reinstalled and waiting to see if it's fixed.",NEGATIVE
Its good. One of the Legal free music apps :),POSITIVE
"I used to use this all the time. But recently it deleted everything I had on my Playlist, and forgot who I was, and I've already tried deleting it and reinstalling it. It didn't fix it. What the hell Spotify? Why did your mobile app forget who I was but not my ps4 app version?",NEGATIVE
"Earlier Spotify had 1 advertisement at a time inbetween, then it becomes 2 addvertisement at a time, now it become 3 addvertisement at a time.",NEGATIVE
Add an option to clear the whole queue in one go! Takes too phone storage.,NEGATIVE
This app is great and easy to use i blend with BTS thanks to Spotify,POSITIVE
Would like a seek bar on android auto.,NEGATIVE
I want translate lyrics feature in English ðŸ¤§ I want to listen BTS music wid English subtitles on Spotify â¤ï¸,NEGATIVE
Actually this app is so amazing i love it it gives me what i want. You guys should keep it up i love this app very nice ðŸ‘ŒðŸ‘Œ,POSITIVE
Why are the ads way louder than the music?? They play 3 ads between only 2 songs. The premium price is high like Netflix. You can't go through albums and add songs you have to type each individual song to add. You can only add a lot through other Playlist but not artist albums.,NEGATIVE
Music on tap and music for the moment.,POSITIVE
"No option to cancel subscription, and the only other option is filling out a professional letter on why I'm cancelling my plan, which is the most unnecessary thing ever, not one company has done this before or proven to be this incompetent with its own management for subscriptions",NEGATIVE
"Been a Spotify Premium member for years and wouldn't change a thing. It's the gold standard in streaming music. Quite simply, Apple Music was too late to the party and I've never felt the need to switch. Spotify gets everything right, hands down.",NEGATIVE
The music quality is amazing! Music is my stress relief and Spotify makes it an easy way to feel better. I love creating new playlists (I have like wayyyyy to many lmao.) Spotify premium with no adds is also definitely worth the money! I remember when I used to have to listen to adds and it really killed the vibe. 11/10 would recommend !!!!,POSITIVE
Best way to listen to the type of music I enjoy. Fantastic.,POSITIVE
The music that mixes with my library is very good I like it ðŸ‘Œ,POSITIVE
Very good collection of songs,POSITIVE
I dont know why there is no option to select song language in this app on Android 12,NEGATIVE
Closes randomly during podcasts. No clue why S22 galaxy,NEGATIVE
"spotify is pretty amazing i'd say, but recently the new update im not sure but there's this update abt the widget colour being blue, n in my opinion it's kind of ugly, before this the widget coulour would change according to the album cover but idk what happened now its only blue, maybe its the new update but i hope to get the previous one back, it looks so much better n nicer.",NEGATIVE
"Seriously? I'm taking back 4 stars back. Heard ""Dekhu tuje ya kudrat ke najare"" even though I don't give a blink about this type of songs; heard the advertisement one week in a row repeatedly. If your ads are good I'll consider upgrading one day. Thank you.",POSITIVE
Spotify is okay but sometimes when I'm looking for an artist and want to play a full album they put me in the artist radio which plays random artists of that style difficult to determine what I want,NEGATIVE
"It doesn't work properly. Constantly shuts off middle of songs, the play bar doesnt show, fed up with it honestly. Gonna switch to a diff music streamer",NEGATIVE
Shittiest app ever every time I go to a song I pick it goes to some random song I've never heard before,NEGATIVE
"They killed (deprecated, as they say) support for the app to function with my Pioneer stereo, and that was the only reason to have it. Considering cancelling my paid sub and looking for something else.",NEGATIVE
All the music I want whenI want it.,POSITIVE
Best music app in history â˜ºï¸,POSITIVE
"I highly recommend Spotify for those that love listening to their favorite music, as well as making their own playlists.",POSITIVE
The greatest music App Ever created wow!,POSITIVE
I love listening to music and listening to podcasts ðŸ˜Œ boywithuke long drives this is one of my favorite song's,POSITIVE
Awesome music app where you can listen to the music from your own library or suggested daily mixes and different genres.,POSITIVE
Horrible when I make a Playlist it always adds songs I don't care about or don't like,NEGATIVE
"Basically, its none of the much, but it is in concerned with the privacy of users. So, I would like to point it out. ""In android there is a feature which allows users to hide all notification in screen lock. But spotify does not follow the same."" In next update make sure to get this one. Overall, app is doing great.",POSITIVE
I just love the app and I am using it since long,POSITIVE
Why did you have to remove Driving Mode? It was perfect. Now I have to use alternatives that are not even close to what Driving Mode was.,NEGATIVE
Love that I can download the music I love!So easy to use!!!,POSITIVE
Spectacular and moving. Loved it...,POSITIVE
"Music is downloaded, still won't show songs without an Internet connection. Once is looses a connection the app needs re starting again before it'll search",NEGATIVE
Very best app. Great. But reduce the ads.,NEGATIVE
In the new update a feature has been deleted. Like when you want to add songs to one of your playlists you cannot play the demo part So it's impossible to add songs that have the same vibe as your playlist... I also would like a feature that you can chat with your friends on spotify and send them music...,NEGATIVE
Best app for listening songs :),POSITIVE
I wish we can download the songs and please the management should add sleep timer option in the settings no other objections but the app is very good,POSITIVE
Spotify has stopped working on my phone. It wont load at all.,NEGATIVE
I pay for premium and still get ads. Ads are flaming piles of ****. Â£14 a month for my podcasts to be interupted by adverts.,NEGATIVE
Paying for premium..can't access my download song without data fix this please,NEGATIVE
"Does not work on VIVO X80 PRO !!!!!!!!!!! You hear that, Spotify support team ???? Thank you for the newest version update, it works beautifully !!! You screwed it up again with the latest version ðŸ¤¬ 7th June 22 : now the latest version works !!! Please make sure future updates are workable for VIVO X80 PRO 21st June 22: now I dare not update, afraid that the latest version don't work!???",NEGATIVE
Crashes repeatedly. Has come to the point where it's not even worth fighting with to listen to music and podcasts.,NEGATIVE
I've been using Spotify for years and it's only gotten better! Best music app!,NEGATIVE
"Asks me to turn on Bluetooth, every time i start/change to the app",NEGATIVE
Best streaming platform I've used soo far,POSITIVE
Works good. Good music,POSITIVE
I think Spotify is great! However we should have the option mixes if we want the clean or explicit version. It's the same song we might as well be able to choose. Because sometimes I need to choose. I also feel we should be able to peek at the next song before we skip it. We only get 6 skips an hour I don't want to use them if I don't have to.,NEGATIVE
After update Spotify Start laging when we play a song it takes a second to start the song,NEGATIVE
The thing I love about Spotify is if you have something you're listening to and you listen to it can you come back the next day and listen to it again I just love this app and it has every song you can think of.,POSITIVE
"THIS APP IS THE BEST! But When i make playlist, Spotify says that he put random songs in, so that's IRITATING! (pls fix thatðŸ¥º)",NEGATIVE
Definitely helps the work day pass much smoother,POSITIVE
"I regret every minute I had not realised there such an app, I really love it.",POSITIVE
"I don't like Spotify at first but my gf insisted on getting the premium, and I fell in love. You can download songs for offline. Skip songs. Love it.",POSITIVE
"5 stars if you have premium. By far best music and podcast service. Totally worth paying for premium, especially if you can do a Family, duo, or student plan. Without premium ads are very annoying, and you can't select songs, only shuffle playlists.",NEGATIVE
I have been using Spotify for many years. It is an amazing music player I have ever seen.,POSITIVE
"how are you about to give me 3 ads, let 1 song play, THEN give me 3 MORE ads?",NEGATIVE
"This app consistently disconnects every Bluetooth device when I open it. I can use every other app and Bluetooth device without issue, yet Spotify routinely disconnects my devices upon opening. New changes to the UI make it more difficult to see artists catelogue and to select desires music. I use this app because it holds my playlists and my friends upload their content on it. Otherwise, I use YouTube and simply skip ads after 5 seconds.",NEGATIVE
One of the best music app ever I see,POSITIVE
Easy to use! Great options for listening!,POSITIVE
"I do love my spot. The only thing that bugs me, (NOT SPOTIFYS FAULT) is when the artists pull their music. But hey, it's their choice, their money. I have premium so I never get ads.",POSITIVE
Please can there be an option to download music for offline? Thank you,POSITIVE
"Ads are like commercial breaks (I have had 8 ads one time) and several songs I listen to are blocked. And when I turn my phone off and listen, the music will skip like a CD.",NEGATIVE
Very good app lots of content available for listening,POSITIVE
I had a good experience ðŸ˜Œ in listening the song it's makes me ðŸ˜Š happy and relax me and one thing I Don't need to care about the screen off because when it's screen off it's playing on and it is auto shuffling ðŸŽµðŸŽµðŸŽµ,NEGATIVE
At first it was good then this annoying update came now I can't play the song I want in my playlists and I can't skip I don't like this new update.please fix it,NEGATIVE
"I don't really like how you can't listen to previews when you press the add songs button ( new update, free version) can you please change it back.",NEGATIVE
please let us people who don't have premium turn off shuffle playlist,NEGATIVE
Superb app very less ads i am happy ðŸ‘âœŒï¸,NEGATIVE
Good music Good app no ads,POSITIVE
It's great but I only gave it four stars because you have to pay to listen to it offline and to skip unlimited songs and I understand they use it to make money I just wish it was different,NEGATIVE
"If you like loud music Spotify is not for you, I have premium and I tried all the settings and equalizer and the volume doesn't compare to SoundCloud or others. Every app sounds fine in headphones except for Spotify. Volume limiting is un-American and shouldn't be allowed or what's the point of having expensive headphones?",NEGATIVE
Too much add can't stop add need to buy premium package for ad free music such a pathetic experience,NEGATIVE
"great, but there are adds 24/7",POSITIVE
It's really hard to find the song you want they are mixed,NEGATIVE
"it's not playing the song i was clicking, kindly fix it?",NEGATIVE
"Force closes too often, can't report problems because that force closes too",NEGATIVE
They are giving soo much ad hardly you can listen 2 song. After 2 song ad will come,NEGATIVE
Once was innovative and well-engineered application. Now it just simply stops playing for no reason.,NEGATIVE
I've used spotify for awhile now and I really like it the only thing I've figured out recently was that you can no longer play a clip of the song while you are putting it on your playlist which allows you to hear the song before you add it. I honestly think you guys should but it back because maybe people would like to hear the song before adding it to their playlist because I sure do,NEGATIVE
Why does a music streaming app take up 5GB of memory space when I don't even download the music,NEGATIVE
Song recommendations can be better. Many songs overlap in different playlists,NEGATIVE
I downloaded songs and they're not playing why I'm paying for them so I should be able to listen to all of my with on promises right the song that's not downloaded is playing come on now get right I'm paying money to listen my music from spotify I have told others people about spotify and now you're messing up come on now get it right.,NEGATIVE
"I'm not a fan of the Only 6 skips per hour thing for people like me who don't have premium lol But I like spotify, recommendations of songs are amazing too",POSITIVE
I put my liked songs on shuffle and it plays the same 30 songs on a loop.,NEGATIVE
I love this app so much i can listen to every single music in high quality. I just have a little bit problem with ads or nothing,POSITIVE
"This is the first time I have used this app, so I don't have much to report. So far I like it... I'll leave another comment about this once I use it a bit.",POSITIVE
"It's good,, but middle middle add's problem. Please remove add's. Tq",NEGATIVE
This app is very good and very comfortable to use you can also see lyrics and sound experiance is very good and there is no risk for hacking i have 6 years experience for spotify,POSITIVE
The app is really very good. It is easy to use. The only drawback is the mistakes in lyrics,POSITIVE
So far so good....No problems as yet.,POSITIVE
I love the songs that are on Spotify,POSITIVE
"i love this app because i can create 3 a.m playlist altough my account not premium, but still overall i say thanxfull",POSITIVE
Super easy to use and the best app ever,POSITIVE
"It's a good app, but really restricting for free user.",NEGATIVE
"I don't know why I can download songs, because the app doesn't work without internet and sometimes not even with it.",NEGATIVE
Your irritating ads every 10 mins are not encouraging me to buy premium but rather switch to switch to some other app.,NEGATIVE
It was really a great app I can listen musics ofc its great ðŸ‘ðŸ˜Š,POSITIVE
For some reason I can't listen to my Spotify on any of my Bluetooth devices. Really upset with this!!!! Don't know that I will continue with this app.,NEGATIVE
Incredible! I love this app!,POSITIVE
"Well aside from even the non premium still being good, If you are a student, couple, family or just a single person trying to not have ads they have premium for you with special offers. Also if you don't want to pay the price they always have deals that pop up if you have been using them! I got 3 months of premium for just $1 that is insane I love it.",POSITIVE
"The control panel(where I can see which song us playing or I can pause/play a song) doesn't appear , app is not functional at all like this",NEGATIVE
Best music streaming app,POSITIVE
Better than I thought... damn! Keep the awesome work.,POSITIVE
I love it i can find diffrent kinds of songs without a problem,POSITIVE
"I use this app all of the time on multiple different devices, and it's always great. I don't have premium so I get ads, but I wish the ads were almost always different. Most of the time it ends up being like the same 5",NEGATIVE
The music app that I am most fond of.,POSITIVE
"Premium is worth it, and I'd rate this at 5 stars if they would put more effort into the Premium exclusive group sessions and make it actually work better other then that it's a good App for music and works great on Xbox and phone",POSITIVE
I'm not able to add some song in playlist ðŸ˜žðŸ˜ž,NEGATIVE
Good for music BUT TOO MANY ADS,NEGATIVE
Please add a multi select feature,POSITIVE
"I cant even play the songs i want to listen, it has to be on the random playlist",NEGATIVE
The app is always crashing always has trouble loading podcasts. The worst is when an add comes on and after the add is done the podcast I'm listening to skips right to the end. Total waste of time,NEGATIVE
Keeps crashing and won't play my downloaded episodes without my data being on. Which defeats the purpose,NEGATIVE
It's a good app ! Just needs more variety in the mixing.,NEGATIVE
This app has solved lots of problems to people around the world and is also very helpful ...thus is a great and very reliable app,POSITIVE
I have to keep re downloading the app because the app freezes on a song or podcast episode which means it will carry on playing without the possibility to change to another episode.,NEGATIVE
APP KEEPS CRASHING. Trash back-end.,NEGATIVE
Lovely to have all your music at your fingertips.,POSITIVE
Super easy to use,POSITIVE
"Seamless streaming, intuitive recommendations and every artist you could hope to find.",POSITIVE
This is the best music stream app ever â¤,POSITIVE
"i absolutely love this, gotta say. i listened to this app when im doing my homework, on my free time, even on an online exam. it keeps me feel relaxed and calm. the ads rarely pops up for me. thanks devs. edit: okay, okay i take my word back. the ads are freaking everywhere. please at least make it pops up less because not everyone can buy premium :].",NEGATIVE
ONLY ONE STAR BC IF I PLAY MY FAV SONG IT WON'T PLAY IT INSTEAD DAY PLAY OTHER SONG SO I GET ANNOYED WITH IT SO I ONLY GONNA GIVE IT ONE STAR IT SUPPOSED TO UPDATE IT PLSS REMOVE THAT,NEGATIVE
Crystal clear quality of sound and quick update of new release,POSITIVE
When i play music from this apps my brain is relaxing. This is my stress reliever,POSITIVE
Great if have had premiom beside no ads there is no benefit to me because I can't download or switch to mp3 player or burn for cds I'm old school and like my cds,NEGATIVE
"The largest selection of music, podcasts and easy to use",POSITIVE
"This app has over a 100 songs but there's still a lot of songs,albums and even podcasts that it is missing. If there's an app that has lot's of songs I want A LOT. Also why is there so many blocked songs like time/Breathe reprise by the flaming lips. Some of the missing songs are time travel YES...!! by the flaming lips on at war with the mystics and the divel went down to Georgia by primus on rhinoplasty. The adds are not a problem which is good .",NEGATIVE
The best site with no ads,POSITIVE
Good experience overall but still some songs are missing.,NEGATIVE
This is a great . I listen to a lot of foreign music ðŸŽµ ican find everything I search for I search for.,POSITIVE
This app gives me reason to listen songs,POSITIVE
"I've got premium. Only issue lately is that Spotify won't play while I've got pokemon go running, so it's either pokemon or music. Barely choose music.",NEGATIVE
"Ads are too long, shuffle play is not good.",NEGATIVE
"I love this app. I was on JOOX, until it subtracted from South Africa. I find Spotify way better. The suggested tracks and albums created for me is cool. I just mis that I could give my own compilation folders a single image of my own on Joox. I will give 5 stars if that could be added.",NEGATIVE
Great app! User friendly,POSITIVE
I thoroughly enjoy the app it's super easy to use and the search results are endless from Playlist to song I've never known exist from artists I love,NEGATIVE
"Its decent, however i cant preview the songs when i listen to other peoples playlists.",POSITIVE
y'all need to make it cheaper,NEGATIVE
clear and crispy sounds of music....very nice to listen specially at bedtimes,POSITIVE
This is a cool app!!! Tho it sometimes plays i different song but i dont care about that i just care about the cool songs i love :D,POSITIVE
Very good app you serach all type of song 1990 to 2222 i love it Thank you so much,POSITIVE
It's ok. It plays music @ 160Kbit... Meh,POSITIVE
My gosh the auto play is turned off background battery is restricted. Music continues to start playing irregardless of whether you shut off all the abilities. Hey spotify if you want your app on my phone. How about you let me control when it's running?,NEGATIVE
Amazing. Best podcast app ever. Go check out Scared To Death!,POSITIVE
The song recommendation are always off for me.,NEGATIVE
I've recently installed the app but the songs dont play and all the playlists are empty so can't play them either because it directs me to main page.,NEGATIVE
this app is nice but I gave it a 4 star because it glitches,NEGATIVE
I can listen to some songs in this app!,POSITIVE
keeps crashing on pc,NEGATIVE
"I've been using Spotify for quite a long time. But lately whenever I play a playlist, it doesn't play the songs that are suppose to be made by the artist. It just plays other songs that aren't even in the playlist. I only want to listen to songs by my fav artist playlist but it keeps playing other songs.",NEGATIVE
Many advertisements comes in this app,NEGATIVE
"I like this app because I can listen to songs even if we exit the app, the song is still played and we can control it through other devices, only we use the phone and it's better than YouTube music",POSITIVE
I love the app very much the only thing is after the new update I've how do I put this on a good way I've been not rlly liking the new update can you pls fix it. ( I really wanna play my fav song :'D ),NEGATIVE
I enjoy all the songs of your app,POSITIVE
Best music player ever! ðŸ˜‹,POSITIVE
Spotify is the best music app,POSITIVE
Good app.Problem is too many adverts,NEGATIVE
Everything is great But ads are very irritating I know if iam not premium then ads will be there but insted of products and all you choose to ruin the moment which is not good It's kinda blackmail,NEGATIVE
"The app crashes now after the update. It now removes the song that I was playing but I can change to a different song but doesn't highlight in green. What was that for??? Totally uncalled for especially that I pay for Spotify premium. Really don't like the new changes at all. FIX IT IMMEDIATELY!!! **Edit**: The update is alot better, 4 stars!!",NEGATIVE
When I get to play a song in my Playlist random songs come that I did not add to my playlist,NEGATIVE
"Too many ads,Worst app I have ever used.",NEGATIVE
"Great interface with other apps!! Love you guys!!...Great sound definition too!! You clean up an original artists sound with augmentation to increase sound quality...well done!! So apps I have subscribed to leave me feeling very much ""let Down""...but not you guys. I am glad I have spent my money WISELY. To all you audiophiles out there check out this ""APP YOU WILL BE RIGHT BACK"".......I promise ..Great App!!",POSITIVE
"It is awesome, i have the free version. I don't mind the adds, I just don't like the fact that they are so loud. I find the right volume I want, and then bam an add, it is really frustrating.",NEGATIVE
"The best app ever I love Spotify alot, the music and everything",POSITIVE
Brilliant App... very functional and apt for the gospel music uses I desire of it etc.,POSITIVE
It's awful after it asks for a rating even you do it you cant listen what you to anymore it takes you to a random playlist and you can only click shuffle and maybe if your lucky you can eventually listen to the song you wanted,NEGATIVE
Since past few months the app stops while playing songs suddenly without doing so and I have kept the app updated and also have a good internet connection still the issue is persistent please can you look into it.,POSITIVE
I really love listening to music with it,POSITIVE
Great music selection. Loved the BTS videos.,POSITIVE
"LAGGG, I think this is a good app idea, whenever I play, pause, switch, or change a song my phone glitches out & turns off, it even happens when the songs automatically switch during playlists & also i go to play a song & it just gives me the recommended song ðŸ˜©",POSITIVE
I can't login back...i have tried the mail link and OTP..... please help me to login... Spotify customer care!!,NEGATIVE
Poor app it's not working,NEGATIVE
"Good music experience, really worth the premium subscription... Always there for me in every different moods",POSITIVE
Fantastic app. Best music ever. Anything you looking for old or new you'll sure find it here,POSITIVE
"They've purposely made free so infuriating. I get 30 mins no ads so while listening to a chill, relaxed playlist it randomly throws in some drill? Why!?",NEGATIVE
"App is good, sound quality and every music and podcast is present but too many ads...",NEGATIVE
"Bring back the dislike button, then we can talk",POSITIVE
I am rating this app 1 star because Spotify removed a very important feature i.e. removing the recently played. That feature was very much needed because you might accidentally play something you didn't mean to,NEGATIVE
"Since my last review was deleted....long story short disgusting monetized app, since you guys make lots of money from the adds you guys put avery 2-3 songs (like 2-3 adds)....why block some futures under premium? Im sure u guys make same money from adds....uninstall and forget spotify exists!!!! ðŸ˜¡",NEGATIVE
Easy for a novice to use!,NEGATIVE
"Normally a good app, but the bug where Spotify randomly closes itself is back. Especially once you lock the screen",NEGATIVE
"I've strong network connection but sometimes this app shows there is a network problem so that lyrics can't be load. Don't know why does it happens! And after 2 or 3 Times reboot, the app shows the lyrics, you know when you're looking for lyrics and lyrics aren't here, it ruins the mood",NEGATIVE
Takes care of all shade music and I love it. Yes it makes me happy,POSITIVE
Great sound quality and wide selection of songs,POSITIVE
Song all are good have good quality and all but even though I'm online it is showing offline and can't get songs while I'm searching and also can't get the lyrics bcs it shows offline,NEGATIVE
there is a new feature where it doesn't let u add songs to playlists or to queue without playing the song which is very inconvenient,NEGATIVE
"I've had this for 2 and a half years. Incredibly happy, works amazing for me. However, I can no longer sign in to my account onto my phone and that is driving me mad. I had written the password down and never changed it. I could get into my email that the account is registered to my account, only it's has parental control's and my mom won't allow me into it until im 18, for whatever reason. It won't even allow me in, with the saved password in settings. Please explain this to me.",NEGATIVE
This app is very bad cant download music,NEGATIVE
Less interruption of the music...,NEGATIVE
"For me it is perfect music app,respectðŸ§â€â™‚ï¸",POSITIVE
I tried so hard to play music in spotify but it doesn't work :(,NEGATIVE
"So Inconsistent. Sometimes it works great, but most of the time it is glitching out, stopping my music randomly and not allowing me to use the queue. Such a joke considering this is a paid subscription, I should be getting a refund for the last year of this BS.",NEGATIVE
I love the app It is a lovely app to play music Despite the data usage to download a song the app itself is not bad. Even though in overall the best app,POSITIVE
I can't see the play button and I don't want to do random and the new update sucks u need to pay to skip your songs and put they put ads I'm deleting Spotify it trash now. U can't pick the music u want. Spotify is Trashhhhhhhhh,NEGATIVE
My Spotify lyrics is not open,NEGATIVE
"Works well enough on WiFi, but when using mobile data it consistently freezes, or registers as offline while other apps can get a signal without issue.",NEGATIVE
I'm actually giving like 4.9 stars just because I can't select multiple songs at once.,NEGATIVE
Bruh it woulda be good if they didn't make it so u have to do a million things to play one song the other it was just normal press the video and play know we have to more than that it makes it difficult u guys are very ignorant use your brains make everything simple what do u want? Cash u make millions per year what more do u want huh make it simple very easy dumbasses,NEGATIVE
"Very good app, I really enjoy it. But I don't see the option to download songs into my playlist. That I don't have to use data Everytime am listening to the same songs",NEGATIVE
Great for listening to music and podcasts,POSITIVE
I can't play one music when I search the music that I want...ðŸ¤”,NEGATIVE
Good app but glitchy sometimes but generally good.,POSITIVE
The new update is annoying i like the old spotify,NEGATIVE
"You guys need to fix your stupid updates.....for the past 3 months my downloaded songs keep deleting for no reason and I have enough storage space I've been redownloading everything. playlist, liked songs and all repeatedly.....fix this!!! It's annoying",NEGATIVE
"This app is really amaizing. I love this app, we canfound all song here. I give it 5star, because it's really trusted app Spotify",POSITIVE
UI is back to normal now but I keep getting a premium tab even tho I already have premium. Doesnt affect anything and just returns me to where I last was but kinda weird,NEGATIVE
When you have premium with no ads or recommended songs it's really good and you can listen offline and all the fun things plus you can listen to stuff on repeat which is nice. So in all this app is a great music streaming app,POSITIVE
